example_id,customer_tweet_id,conversation_id,customer_message,conversation_context,gold_intent,gold_escalate,escalation_reason,annotator_confidence,difficulty,annotator_notes,annotator_id
gold_2577845,2577845,root_2577845,"@hulu_support Show's aren't uploading anymore, nor do they show up in my ""watchlist"" what's going on, it's been an extremely frustrating few days.",[],content_availability,False,troubleshooting_strong_evidence,high,easy,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_2958797,2958797,root_2958797,@hulu_support yo will shadowhunters season 3 only be available on Hulu? just wanna know as a UK fan of the show who relied on Netflix to watch it,[],content_availability,False,troubleshooting_strong_evidence,high,easy,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_1057041,1057041,root_1057041,@hulu_support When will Google Assistant support come to Hulu casting from Android via Chromecast?,[],content_availability,False,troubleshooting_strong_evidence,medium,medium,"rules=['content_availability', 'app_device_issue']; escalate:routine_support_issue",phase1_engineer
gold_1914172,1914172,root_1914172,@hulu_support Last Man Standing comedy TV. When will the episodes be available to stream?,[],content_availability,False,troubleshooting_strong_evidence,high,easy,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_2544720,2544720,root_2544720,@115940 when will the new episode of @1760  and the @167381 be on hulu,[],content_availability,False,troubleshooting_strong_evidence,high,easy,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_2214147,2214147,root_2214147,@115940 can you put season 3 of Rick and Morty on already. 😭,[],content_availability,False,troubleshooting_strong_evidence,medium,medium,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_998322,998322,root_998322,@hulu_support hulu isn’t connecting. Seems it’s affecting alot of users. When will it be fixed?,[],content_availability,False,troubleshooting_strong_evidence,medium,medium,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_815865,815865,root_815865,"@hulu_support Hi! I'm not seeing episode 5, season 6 of @19606 yet. Shouldn't it be available already? Past midnight on a Tuesday.",[],content_availability,False,troubleshooting_strong_evidence,high,easy,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_2584541,2584541,root_2584541,@115940 What’s going on with your system? Favorites won’t automatically upload. Now the watched shows don’t get marked off. Your service is starting to suck a bit.,[],content_availability,False,troubleshooting_strong_evidence,medium,medium,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_966569,966569,root_966569,"Hey, @115940 @hulu_support ... why can I suddenly only access Season 2 (not 1, 3, 4, 5 and the current 6) of ""The Mindy Project""?",[],content_availability,False,troubleshooting_strong_evidence,high,easy,rules=['content_availability']; escalate:routine_support_issue,phase1_engineer
gold_1138538,1138538,root_1138538,Keep blaming me for your service outage @115940. Fix your fucking playback failure message so you take the blame since it's *always* you.,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_2209356,2209356,root_2209356,Anyone else having trouble with Hulu? Had to refresh the page 8 times to get the new episode of Bobs Burgers to play. @hulu_support Is it just me or...?,[],service_outage,False,troubleshooting_strong_evidence,medium,medium,"rules=['service_outage', 'content_availability']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force",phase1_engineer
gold_2516231,2516231,root_2454264,"@hulu_support I'm not wasting mine or anyone else's time doing that. It's not my connection.  I stream all other apps fine. How about you please Google ""issues streaming Hulu on firestick"". It's not just me",[],service_outage,False,troubleshooting_strong_evidence,medium,medium,"rules=['service_outage', 'app_device_issue']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force",phase1_engineer
gold_2818057,2818057,root_2818057,"Anyone else having an issue with @115940? We are trying to watch @180562 and every time we hit play, it loads a different show... Harlots, Handmaiden's Tale, The Mindy Project. It won't load Grey's. What say you @hulu_support?",[],service_outage,False,troubleshooting_strong_evidence,medium,medium,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_1092867,1092867,root_1092867,"@hulu_support why... why is Hulu down so often here in Oviedo, FL? It's too hot to go outside..help :(",[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_1616405,1616405,root_1616405,@hulu_support outage in Oceanside Ca. First month not a good impression folks,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_1158535,1158535,root_1158535,@hulu_support is Hulu down in central Florida? Been like this for the last 5 hours https://t.co/v6IMcMaKT9,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_2196323,2196323,root_2196323,"Why isnt my @115940 working? Is it my TV, my connection or @115940 itself?! Anyone else experiencing issues?",[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_2157419,2157419,root_2157419,"@hulu_support there is an outage for casting. Across multiple accounts, chromecast devices and wifi we all are experiencing an ""Error"" splash screen on our tv's",[],service_outage,False,troubleshooting_strong_evidence,medium,medium,"rules=['service_outage', 'app_device_issue']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force",phase1_engineer
gold_1436312,1436312,root_1436312,anyone else having @115940 issue not loading today? @hulu_support,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_1093683,1093683,root_1093683,Is anyone else having trouble with @115940? It won't let me watch my #StargateAtlantis. @45417 @hulu_support,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_1377359,1377359,root_1377359,@hulu_support The website is not allowing me to stream their shows. Anyone else having this problem??,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_725480,725480,root_725480,Anyone else finding @115940 unusably broken for the past week? Can't get through one episode without constant errors.,[],service_outage,False,troubleshooting_strong_evidence,medium,easy,rules=['service_outage']; escalate:routine_support_issue; MANUAL_REVIEW:outage_force,phase1_engineer
gold_116359,116359,root_116359,@141920 How do I get Hulu !?,[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto; MANUAL_REVIEW:signup_howto,phase1_engineer
gold_2753119,2753119,root_2753120,@hulu_support That’s no problem. How do I disconnect the accounts? Spoke to Spotify and was told Hulu would handle it.,[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_714050,714050,root_714050,@hulu_support how do you watch tv on a laptop?,[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_24584,24584,root_24584,"Hey @115940, how do you have the ENTIRE series of @1662 EXCEPT for the series finale episodes? It doesn’t make any sense and defeats the purpose of having the show on your website... https://t.co/utTce5oaFP",[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_2916452,2916452,root_2916452,"@hulu_support How can I communicate with you privately? When I try to message you, twitter informs me that you have opted NOT to receive Direct Messages from anyone whom you don't follow. Kind of strange for a business considering you don't know me yet to follow me!!! Plz advise.",[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_303365,303365,root_303365,"Seriously, @115940. How do I fix this? Because I’m getting annoyed with having to skip to the end of this same ep of Nashville time and again",[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_996994,996994,root_996994,@hulu_support how do I watch the alcs?,[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_236464,236464,root_236464,@hulu_support how do I watch Hulu when I travel? Without changing my home location since that’s limited,[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_877882,877882,root_877883,@hulu_support I got a new Samsung streaming DVD player. Hulu isn't showing up like it did on the old Sony. How do get Hulu on my samsung choices?,[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_2971772,2971772,root_2971772,"@hulu_support how do I ""jump to live"" when watching a program without fast forwarding thru 20 minutes?",[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_2616899,2616899,root_2616899,"@116447 @sprintcare @115714 @115940 Hello, How do I activate Hulu on my account? I am on the Everything Plus 500 plan. Thank you for your time.",[],how_to_feature,True,account_specific_action,high,easy,rules=['how_to_feature']; escalate:account_specific,phase1_engineer
gold_622141,622141,root_622141,"@115940 Hello, I'm new to Hulu.. Need help. How do I switch profiles on the app using a mobile device???",[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_2363665,2363665,root_2363665,@hulu_support so once again your business has mess up my account how is it every month it's mess up do y'all not know how to fix this if I wanted to go on there &amp; fix it every month I wouldn't have set it up for every month. Ugh getting on my last nerves,[],how_to_feature,True,account_specific_action,medium,medium,rules=['how_to_feature']; escalate:account_specific,phase1_engineer
gold_2373581,2373581,root_2373581,"@115940 How do I remove this share icon when watching in a browser? It should only be visible when the player controls are and not through the whole show, very distracting and unnecessary. https://t.co/kNHfgF17De",[],how_to_feature,False,generic_informational,medium,medium,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_1475665,1475665,root_1475665,"@115940

Anyone know what the following error codes are and how to resolve them??

3(-971)
3(-996)",[],how_to_feature,True,insufficient_evidence,high,easy,rules=['how_to_feature']; escalate:conservative_default,phase1_engineer
gold_962962,962962,root_962962,"@115940 how do I get I love you, America to not show up on my line up?",[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_880253,880253,root_880253,@hulu_support where Can I have an open dialog with tech support? My @129764 times out so quick pausing and receive a lot of errors. #sos,[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_1301682,1301682,root_1301682,How can I see @136759 If I live in Mexico? @hulu_support @115940,[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_2517619,2517619,root_2517619,How do I get @115940 customer support to help resolve a video playback issue? Shows and movies are unwatchable with the constant stuttering.,[],how_to_feature,False,generic_informational,high,easy,rules=['how_to_feature']; escalate:clear_howto,phase1_engineer
gold_898358,898358,root_898358,@hulu_support HELP ! Trying to watch Hulu Live ..keep getting this error message ..how do I resolve this?? https://t.co/qsTIt6bCOj,[],how_to_feature,True,insufficient_evidence,high,easy,rules=['how_to_feature']; escalate:conservative_default,phase1_engineer
gold_507602,507602,root_507603,@hulu_support Yet you still haven't asked for my contact info for anyone to reach out to me.... you guys are ridiculous.,[],feedback_complaint,True,potentially_harmful_automation,medium,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human; MANUAL_REVIEW:rant,phase1_engineer
gold_2606397,2606397,root_2606397,Oh good god @115940 live sucks. Glitches at the worst times,[],feedback_complaint,True,potentially_harmful_automation,medium,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human; MANUAL_REVIEW:rant,phase1_engineer
gold_859955,859955,root_859955,@hulu_support the new layout on PS4 is horrible. Navigation isn’t intuitive - nowhere near as good as it used to be. Sad!,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_1101079,1101079,root_1101079,This new update is horrible. Everytime I try and watch something it stops like 10 minutes in and says it can be loaded 😡 @115940 .,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_875530,875530,root_875530,@hulu_support my Hulu keeps saying try again later. No matter what show I put on. Why does it hate me 😩😩😩😩😩,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2919758,2919758,root_2919758,"I really do hate the new interface in the @115940 app. I keep trying to like it, but I just can't.",[],feedback_complaint,True,potentially_harmful_automation,high,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2948750,2948750,root_2948750,"@155819 @115940 Gotta say I really hate waiting a week for new episodes. Yes, I understand that I am a whiner. https://t.co/pMOawx9Quh",[],feedback_complaint,True,potentially_harmful_automation,high,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2365549,2365549,root_2365549,@hulu_support horrible stuttering issues all day today. Only happens with #hulu and not Amazon Prime or Netflix. Deleted and re-installed the app and still having the issue.,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2432186,2432186,root_2432186,@115940 @hulu_support I was thinking of signing up for Hulu TV but I was wondering if you offered Nickelodeon at all? I have a Hey Arnold movie I'm looking forward to in 10 days and I would hate to miss it as I don't have cable anymore. I was told you have Nick on demand?,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2333553,2333553,root_2333553,@hulu_support Please stop sending everyone to bad links...if you don’t have a true solution just say so.  misleading behavior is a horrible trait to exhibit.,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_893504,893504,root_893504,@115940 the UI is horrible. I cannot find FS1. I found FS2 but no 1.,[],feedback_complaint,True,potentially_harmful_automation,high,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2801307,2801307,root_2801307,"@115940 1 stream at a time is a ridiculous change. Planning on dropping my plan. Amazon Prime, HBO, Netflix. Get the picture ?",[],feedback_complaint,True,potentially_harmful_automation,medium,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human; MANUAL_REVIEW:rant,phase1_engineer
gold_1671824,1671824,root_1671824,@115940 have to say after weeks of use. Your new UI for the ps4 app plain sucks. Worst most un user friendly thing I've ever used.,[],feedback_complaint,True,potentially_harmful_automation,medium,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human; MANUAL_REVIEW:rant,phase1_engineer
gold_1505080,1505080,root_1505080,probably late to this but I really hate the new @115940 interface on my phone. it's much harder to tell when shows I care about have new eps 🙅🏼,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2575622,2575622,root_2575622,Hulu trash as hell,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_1587983,1587983,cust_1587983,@488406 @hulu_support Agreed. I hate the new setup. I hardly ever use it anymore. Almost no reason for me to have it,[],feedback_complaint,True,potentially_harmful_automation,high,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_7640,7640,cust_7640,"@hulu_support Has been this way for months.  Doesn't that tell you how much we hate the ""new experience?""  Can't even get a live person - twitter bot",[],feedback_complaint,True,potentially_harmful_automation,high,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_870898,870898,root_870898,"Tried out @hulu_support only because they have South Park, and it is ABSOLUTE TRASH... switching back to @116602 #sad",[],feedback_complaint,True,potentially_harmful_automation,high,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human,phase1_engineer
gold_2680463,2680463,root_2680464,@hulu_support Also tried to call support...1hr+ wait time. Ridiculous. This is like...the 50th time this week I'm having issues.,[],feedback_complaint,True,potentially_harmful_automation,medium,easy,rules=['feedback_complaint']; escalate:complaint_may_need_human; MANUAL_REVIEW:rant,phase1_engineer
gold_2547627,2547627,root_2547627,@115940  Worst customer service ever!!!,[],feedback_complaint,True,potentially_harmful_automation,medium,medium,rules=['feedback_complaint']; escalate:complaint_may_need_human; MANUAL_REVIEW:rant,phase1_engineer
gold_1461313,1461313,root_1461314,@hulu_support Thank you &amp; I do love the movies &amp; classic series,[],other_ambiguous,False,troubleshooting_strong_evidence,low,medium,no_rule_match; escalate:intent_default:other_ambiguous; MANUAL_REVIEW:thanks_only,phase1_engineer
gold_962964,962964,root_962964,@115940 for the last three days I have been trying to watch Hulu and I keep getting error 😞,[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_775201,775201,root_775201,"@hulu_support can’t get Hulu to play anything right now! Chat is worthless too, keeps disconnecting me. Please fix this! Reset router done.",[],playback_error,True,insufficient_evidence,medium,medium,"no_rule_match; escalate:intent_default:other_ambiguous; MANUAL_REVIEW:rant; FINAL_FIX:cannot play anything + chat worthless; playback primary, escalate due to failed support channel",phase1_engineer
gold_636703,636703,root_636701,"@hulu_support Brooklyn Nine Nine, Chance, pretty much all that have new episodes lately.",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_561117,561117,cust_561117,@hulu_support Yea.... sorry but that's not working any better on desktop or mobile.,[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2589672,2589672,root_196915,"@hulu_support Only the same games that they're broadcasting, not the other games. If you're a fan of a team that's not from your region you're sol.",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_830040,830040,root_830040,@115940 any reason why One Punch Man is only available with English subtitles and not dubs?,[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2575590,2575590,root_2575590,@115940 what’s up with the 5 episode maximum? Get with it already! Geesh!,[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_1680565,1680565,root_1680566,"@hulu_support This new format is clumsy, and seems very limited. The old one was much better.",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_467845,467845,root_467846,"@hulu_support My bad, I did miss the reply. I have yet to access a show that successfully links from the tv app to Hulu. Kinda stinks",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2788559,2788559,root_2788559,"i’m still mad that @115940 took top gun off, put it back!!!",[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_1222103,1222103,root_1222103,Awesome! Thanks for the reply 😆😊 https://t.co/3XUu4dNDR9,[],other_ambiguous,False,troubleshooting_strong_evidence,low,medium,no_rule_match; escalate:intent_default:other_ambiguous; MANUAL_REVIEW:thanks_only,phase1_engineer
gold_1305880,1305880,root_1305880,"@115940 You got rid of email, chat is 'unavailable' and you have a 15min hold on phone. You are trying really really hard not to talk to us",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2582549,2582549,root_2582549,"@115940 hi, can you advise when the remainder of the amazing race seasons will be posted to Hulu?? I'm so sad it's not not all there!!",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_1004914,1004914,root_1004914,@115940 please give me more episodes of Ghost Adventures. Like all of them. Thanks y'all.,[],other_ambiguous,False,troubleshooting_strong_evidence,low,medium,no_rule_match; escalate:intent_default:other_ambiguous; MANUAL_REVIEW:thanks_only,phase1_engineer
gold_1054232,1054232,root_1054232,Way to go @115888 and @115940 on double charging my account! #horriblecustomerservicebtw,[],other_ambiguous,True,account_specific_action,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2032180,2032180,root_2032180,@hulu_support my account works on ps4 but wont open on my blu ray player now,[],other_ambiguous,True,account_specific_action,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_199210,199210,root_199210,@hulu_support The Purge: Election Year is showing up on my Hulu app but not my tv. It doesn’t say it’s part of the HBO preview weekend. Help,[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_655277,655277,root_655279,@hulu_support @267250 Been not one improvement in 2 months. Hulu doesn’t care about customer feedback.,[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_116350,116350,root_116350,"@hulu_support Trying to add the SNL Thanksgiving Special and am getting ""check your internet connection and try again. Error Code: Network Error: 400"". Our internet connection is fine and we just finished watching Blossom. Heads up, @115940",[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_1504506,1504506,root_1504502,@hulu_support Is 100mbps fast enough? It is for netflix 🤔,[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2349095,2349095,root_2349099,@hulu_support Except you chat isn't working,[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_2334824,2334824,root_2334824,Alright @115940 you guys got How I Met Your Mother? Looking for a new streaming service cuz @116602 let me down,[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_959076,959076,root_959074,"@hulu_support The program is over now, so, I guess we’ll just have to try again next time we have a problem.",[],other_ambiguous,True,ambiguous_request,low,hard,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_815322,815322,root_815324,@hulu_support Your product is the only one that I've had any issue streaming content. Extremely frustrating &amp; if I can't watch then hard to justify paying,[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
gold_770725,770725,root_770725,"@hulu_support watching show&amp;it keeps stopping telling me to turn off ad blockers even tho i am not using them,very frustrating, what do i do",[],other_ambiguous,True,ambiguous_request,low,medium,no_rule_match; escalate:intent_default:other_ambiguous,phase1_engineer
